author_id,author_name,citing_paper,cited_paper
8K6QF4MAAAAJ,D Jimenèz,Verwendungsnachweis DaREXA-F Teil II,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
ixkiakMAAAAJ,L Duval,Lundisim: Model Meshes for Flow Simulation and Scientific Data Compression Benchmarks,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
_C4Oz1QAAAAJ,F Payan,Lundisim: Model Meshes for Flow Simulation and Scientific Data Compression Benchmarks,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
15maGTwAAAAJ,J Xu,Meteora: Multiple-tasks embedded lora for large language models,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
EcRmcKUAAAAJ,J Lai,Meteora: Multiple-tasks embedded lora for large language models,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
whzKjcIAAAAJ,Y Huang,Meteora: Multiple-tasks embedded lora for large language models,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
v1uvywcAAAAJ,H Dai,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
MFWUo10AAAAJ,S Wu,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
lv5EK6AAAAAJ,J Huang,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
8PGjapgAAAAJ,Z Jian,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
ZBWTUE_J-AYC,Y Zhu,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,H Hu… - Proceedings of the …,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,2025,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
v1uvywcAAAAJ,H Dai,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
MFWUo10AAAAJ,S Wu,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
lv5EK6AAAAAJ,J Huang,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
8PGjapgAAAAJ,Z Jian,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
ZBWTUE_J-AYC,Y Zhu,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
No_author_found,H Hu… - Proceedings of the …,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
No_author_found,2025,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
v1uvywcAAAAJ,H Dai,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,FT K-means: A High-Performance K-means on GPU with Fault Tolerance
MFWUo10AAAAJ,S Wu,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,FT K-means: A High-Performance K-means on GPU with Fault Tolerance
lv5EK6AAAAAJ,J Huang,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,FT K-means: A High-Performance K-means on GPU with Fault Tolerance
8PGjapgAAAAJ,Z Jian,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,FT K-means: A High-Performance K-means on GPU with Fault Tolerance
ZBWTUE_J-AYC,Y Zhu,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention,FT K-means: A High-Performance K-means on GPU with Fault Tolerance
bERytNsAAAAJ,H Zhao,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
AvanGFkAAAAJ,Z Chen,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,Q Tian,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,H Li,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,Z Chen - 2025 USENIX Annual Technical …,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,2025,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
bERytNsAAAAJ,H Zhao,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
AvanGFkAAAAJ,Z Chen,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
No_author_found,Q Tian,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
No_author_found,H Li,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
No_author_found,Z Chen - 2025 USENIX Annual Technical …,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
No_author_found,2025,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
bERytNsAAAAJ,H Zhao,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
AvanGFkAAAAJ,Z Chen,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
No_author_found,Q Tian,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
No_author_found,H Li,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
No_author_found,Z Chen - 2025 USENIX Annual Technical …,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
No_author_found,2025,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
bERytNsAAAAJ,H Zhao,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,FT K-means: A High-Performance K-means on GPU with Fault Tolerance
AvanGFkAAAAJ,Z Chen,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,FT K-means: A High-Performance K-means on GPU with Fault Tolerance
No_author_found,Q Tian,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,FT K-means: A High-Performance K-means on GPU with Fault Tolerance
No_author_found,H Li,{FlexPipe}: Maximizing training efficiency for transformer-based models with {Variable-Length} inputs,FT K-means: A High-Performance K-means on GPU with Fault Tolerance
ZycQHdgAAAAJ,P Balaprakash,SWARM: Reimagining scientific workflow management systems in a distributed world,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
AQUdlTMAAAAJ,K Raghavan,SWARM: Reimagining scientific workflow management systems in a distributed world,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,K Raghavan… - … Journal of High …,SWARM: Reimagining scientific workflow management systems in a distributed world,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,2025,SWARM: Reimagining scientific workflow management systems in a distributed world,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
ZycQHdgAAAAJ,P Balaprakash,SWARM: Reimagining scientific workflow management systems in a distributed world,A curriculum learning approach to optimization with application to downlink beamforming
AQUdlTMAAAAJ,K Raghavan,SWARM: Reimagining scientific workflow management systems in a distributed world,A curriculum learning approach to optimization with application to downlink beamforming
No_author_found,K Raghavan… - … Journal of High …,SWARM: Reimagining scientific workflow management systems in a distributed world,A curriculum learning approach to optimization with application to downlink beamforming
No_author_found,2025,SWARM: Reimagining scientific workflow management systems in a distributed world,A curriculum learning approach to optimization with application to downlink beamforming
ZycQHdgAAAAJ,P Balaprakash,SWARM: Reimagining scientific workflow management systems in a distributed world,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
AQUdlTMAAAAJ,K Raghavan,SWARM: Reimagining scientific workflow management systems in a distributed world,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
No_author_found,K Raghavan… - … Journal of High …,SWARM: Reimagining scientific workflow management systems in a distributed world,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
No_author_found,2025,SWARM: Reimagining scientific workflow management systems in a distributed world,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
ZycQHdgAAAAJ,P Balaprakash,SWARM: Reimagining scientific workflow management systems in a distributed world,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
AQUdlTMAAAAJ,K Raghavan,SWARM: Reimagining scientific workflow management systems in a distributed world,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
No_author_found,K Raghavan… - … Journal of High …,SWARM: Reimagining scientific workflow management systems in a distributed world,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
No_author_found,2025,SWARM: Reimagining scientific workflow management systems in a distributed world,Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
ZycQHdgAAAAJ,P Balaprakash,SWARM: Reimagining scientific workflow management systems in a distributed world,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
AQUdlTMAAAAJ,K Raghavan,SWARM: Reimagining scientific workflow management systems in a distributed world,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
